observation_id,timestamp,time_index,asset,regime,case_type,schema_variant,open,high,low,close,volume,log_return_1,rolling_vol_20,momentum_20,drawdown_60,stress_score,volume_zscore,target_return_1,target_regime,quality_flags,valid_for_training
2020-02-20-XLC-00996,2020-02-20T00:00:00Z,49,XLC,NORMAL,clean,v1,138.4500405889,138.5737168880,137.7099128920,137.8330380277,964686.4953230296,-0.0044664595,0.0086503825,-0.0204676452,-0.0315674544,0.1883265540,0.0504733269,0.0060901296,NORMAL,,true
2020-02-20-XLB-00997,2020-02-20T00:00:00Z,49,XLB,NORMAL,clean,v1,129.6842587191,129.7264545890,129.4313236155,129.4734508941,977003.3534541707,-0.0016268694,0.0127096102,-0.0202635693,-0.0752915868,0.2538128277,-0.6683686250,0.0088330923,NORMAL,,true
2020-02-20-XLY-00998,2020-02-20T00:00:00Z,49,XLY,NORMAL,clean,v1,143.5333352944,144.5724937692,143.3607488713,144.3988666195,892108.3763257207,0.0060120676,0.0083772690,-0.0364337002,-0.0409763802,0.2211425884,-1.4779652362,0.0074531234,NORMAL,,true
2020-02-20-CASH-00999,2020-02-20T00:00:00Z,49,CASH,NORMAL,clean,v1,149.8174027974,149.9371018156,149.7974607053,149.9171464466,954346.8974195352,0.0006655466,0.0003503530,0.0072673145,0.0000000000,0.0056932363,-0.5000669642,0.0006430132,NORMAL,,true
2020-02-21-SPY-01000,2020-02-21T00:00:00Z,50,SPY,NORMAL,clean,v1,100.5146093393,102.4712393013,100.1915514059,102.1429478236,899635.3291942098,0.0160701979,0.0107044811,0.0216575622,-0.0250412889,0.1739478186,-1.8383475911,-0.0061454559,NORMAL,,true
2020-02-21-QQQ-01001,2020-02-21T00:00:00Z,50,QQQ,NORMAL,outlier_return,v1,106.0749090742,108.8927201105,106.0070784417,108.8231321001,898795.7622643156,0.0255783891,0.0105355054,0.0823030692,0.0000000000,0.1712019625,-1.5926245273,-0.0089284688,NORMAL,OUTLIER_RETURN,false
2020-02-21-TLT-01002,2020-02-21T00:00:00Z,50,TLT,NORMAL,clean,v1,107.7204972902,108.1233284431,107.6534805150,108.0561028758,903487.5358464073,0.0031106789,0.0041744324,0.0083248438,-0.0257278660,0.0678345268,-0.8930476408,-0.0127774877,NORMAL,,true
2020-02-21-GLD-01003,2020-02-21T00:00:00Z,50,GLD,NORMAL,clean,v1,110.3875664345,111.2712457010,110.2408567008,111.1235578037,1049931.9968904655,0.0066452110,0.0074906237,-0.0295590867,-0.0366166739,0.1906938369,1.2086653700,0.0096321229,NORMAL,,true
2020-02-21-IWM-01004,2020-02-21T00:00:00Z,50,IWM,NORMAL,clean,v1,122.4290415747,122.9394784828,122.3441407060,122.8542827222,989827.2163210756,0.0034673501,0.0103801212,0.0336906138,-0.0130442022,0.1686769702,-0.5212543337,-0.0083142822,NORMAL,,true
2020-02-21-EEM-01005,2020-02-21T00:00:00Z,50,EEM,NORMAL,clean,v1,119.0272307543,119.2148105987,117.9069094508,118.0930170298,942826.9285335938,-0.0078797030,0.0073088078,0.0152129848,-0.0078487395,0.1187681263,-0.9655310588,-0.0043033066,NORMAL,,true
2020-02-21-HYG-01006,2020-02-21T00:00:00Z,50,HYG,NORMAL,clean,v1,122.5131359342,122.7537983020,121.0774040240,121.3157142003,1199831.7885173042,-0.0098219006,0.0083459589,-0.0053400093,-0.0179878293,0.1480818543,1.9764609969,-0.0047896153,NORMAL,,true
2020-02-21-LQD-01007,2020-02-21T00:00:00Z,50,LQD,NORMAL,clean,v1,103.0678091149,104.2808021169,102.8667913648,104.0778145081,893410.2666598817,0.0097517233,0.0309714506,-0.1600757015,-0.1600757015,0.8767960425,-0.8777741891,-0.0000224506,NORMAL,,true
2020-02-21-VNQ-01008,2020-02-21T00:00:00Z,50,VNQ,NORMAL,clean,v1,119.2913836573,119.9739776115,119.1779332640,119.8599864566,984693.8814128484,0.0047551797,0.0067657188,-0.0097887372,-0.0232669746,0.1327833177,0.0036442351,-0.0029681155,NORMAL,,true
2020-02-21-DBC-01009,2020-02-21T00:00:00Z,50,DBC,NORMAL,clean,v1,127.9227472684,129.1824477365,127.7137957689,128.9717827221,982048.8506176897,0.0081670971,0.0171865328,0.0659098368,-0.0030968858,0.2792811583,-0.3007038264,0.0146554262,NORMAL,,true
2020-02-21-XLK-01010,2020-02-21T00:00:00Z,50,XLK,NORMAL,clean,v1,127.6741217129,127.6856792450,127.6047948261,127.6163471282,918171.1512912544,-0.0004526184,0.0065753410,0.0079219649,-0.0197973780,0.1068492916,-1.0469506602,0.0034239145,NORMAL,,true
2020-02-21-XLF-01011,2020-02-21T00:00:00Z,50,XLF,NORMAL,clean,v1,137.9032819844,138.0730462246,136.8883452431,137.0570677610,1066150.6531365642,-0.0061551922,0.0101456045,0.0121552641,-0.0190331692,0.1648660730,0.9993452882,-0.0024066448,NORMAL,,true
2020-02-21-XLE-01012,2020-02-21T00:00:00Z,50,XLE,NORMAL,clean,v1,133.1944071943,133.3014923614,132.5534005313,132.6600560927,980293.0559605999,-0.0040198823,0.0076625673,-0.0188115873,-0.0433129845,0.1684104228,-0.0718982347,0.0036024546,NORMAL,,true
2020-02-21-XLP-01013,2020-02-21T00:00:00Z,50,XLP,NORMAL,clean,v1,132.1708643758,134.3418760824,131.8118875598,133.9779911000,1051038.9317410486,0.0135800283,0.0187694261,-0.0240325205,-0.0524283867,0.3610790547,0.8358599013,-0.0043941347,NORMAL,,true
2020-02-21-XLU-01014,2020-02-21T00:00:00Z,50,XLU,NORMAL,clean,v1,140.4563090564,140.7093889622,138.9457824716,139.1965925689,1043246.6623104630,-0.0090092039,0.0077204793,-0.0211701325,-0.0373172761,0.1748547649,0.5975166306,0.0121889723,NORMAL,,true
2020-02-21-XLI-01015,2020-02-21T00:00:00Z,50,XLI,NORMAL,clean,v1,142.5994922841,142.8644750207,141.0181824274,141.2807145709,948845.4618384116,-0.0092911529,0.0086241021,0.0455455803,-0.0092481235,0.1401416595,-0.5177179753,-0.0054081809,NORMAL,,true
2020-02-21-XLC-01016,2020-02-21T00:00:00Z,50,XLC,NORMAL,clean,v1,137.8330380277,138.8439301463,137.6651538154,138.6750203776,1211552.6043204328,0.0060901296,0.0087592110,-0.0104126578,-0.0256515787,0.1666333809,2.3546826257,0.0010330296,NORMAL,,true
2020-02-21-XLB-01017,2020-02-21T00:00:00Z,50,XLB,NORMAL,clean,v1,129.4734508941,130.8529272659,129.2447207049,130.6221677323,983390.4846692270,0.0088330923,0.0128901842,-0.0131127189,-0.0670873711,0.2400618381,-0.6314311678,0.0093371694,NORMAL,,true
2020-02-21-XLY-01018,2020-02-21T00:00:00Z,50,XLY,NORMAL,nonpositive_price,v1,144.3988666195,145.6959645358,144.1836221051,0.0000000000,1055996.7928278567,0.0074531234,0.0085292706,-0.0333451769,-0.0338019561,0.2164060593,0.3827701754,0.0026007284,NORMAL,NONPOSITIVE_PRICE,false
2020-02-21-CASH-01019,2020-02-21T00:00:00Z,50,CASH,NORMAL,clean,v1,149.9171464466,150.0328682888,149.8978667063,150.0135761474,1241309.2012827350,0.0006430132,0.0003533177,0.0077222667,0.0000000000,0.0057414125,2.2815040784,0.0006846571,NORMAL,,true
2020-02-22-SPY-01020,2020-02-22T00:00:00Z,51,SPY,NORMAL,clean,v1,102.1429478236,102.2684908194,101.3923838542,101.5171576968,1090009.6122504629,-0.0061454559,0.0103571037,0.0011512899,-0.0310144819,0.1683029348,0.8585750945,0.0113314617,NORMAL,,true
2020-02-22-QQQ-01021,2020-02-22T00:00:00Z,51,QQQ,NORMAL,clean,v1,108.8231321001,109.0174568882,107.6632353480,107.8558328358,1085331.1739843406,-0.0089284688,0.0104592402,0.0548761339,-0.0088887284,0.1699626536,0.9476775069,0.0086995227,NORMAL,,true
2020-02-22-TLT-01022,2020-02-22T00:00:00Z,51,TLT,NORMAL,clean,v1,108.0561028758,108.3322399803,106.4115695372,106.6842007492,979036.5385307706,-0.0127774877,0.0050277334,-0.0003032819,-0.0380974219,0.0824083258,0.0126646730,-0.0040287906,NORMAL,,true
2020-02-22-GLD-01023,2020-02-22T00:00:00Z,51,GLD,NORMAL,clean,v1,111.1235578037,112.4152281396,110.9094866497,112.1990850635,988716.6914896277,0.0096321229,0.0077839980,-0.0137112525,-0.0272924131,0.1584828906,0.2192333531,-0.0078872809,NORMAL,,true
2020-02-22-IWM-01024,2020-02-22T00:00:00Z,51,IWM,NORMAL,clean,v1,122.8542827222,123.0585717570,121.6344745363,121.8370720959,1053440.4147046064,-0.0083142822,0.0105843544,0.0275765530,-0.0212160128,0.1719957596,0.2207170539,0.0065341507,NORMAL,,true
2020-02-22-EEM-01025,2020-02-22T00:00:00Z,51,EEM,NORMAL,clean,v1,118.0930170298,118.1946551215,117.4847168023,117.5859184540,1005196.8880629998,-0.0043033066,0.0072104542,0.0174346887,-0.0121090971,0.1171698809,-0.2200660129,-0.0042758023,NORMAL,,true
2020-02-22-HYG-01026,2020-02-22T00:00:00Z,51,HYG,NORMAL,clean,v1,121.3157142003,121.4319253210,120.6203920496,120.7360478946,837946.6674367712,-0.0047896153,0.0078796301,0.0028115537,-0.0226800439,0.1280439898,-1.7328856372,0.0089457460,NORMAL,,true
2020-02-22-LQD-01027,2020-02-22T00:00:00Z,51,LQD,NORMAL,clean,v1,104.0778145081,104.0782818290,104.0750106195,104.0754779299,982710.0439112419,-0.0000224506,0.0309871995,-0.1591137735,-0.1600945581,0.8748074629,0.2212444463,0.0088798985,NORMAL,,true
2020-02-22-VNQ-01028,2020-02-22T00:00:00Z,51,VNQ,NORMAL,clean,v1,119.8599864566,119.9311381133,119.4338148331,119.5047556166,1183944.6628827988,-0.0029681155,0.0067210374,-0.0161217922,-0.0261617330,0.1468343721,2.3975263426,-0.0016987846,NORMAL,,true
2020-02-22-DBC-01029,2020-02-22T00:00:00Z,51,DBC,NORMAL,clean,v1,128.9717827221,131.2594456806,128.5937554347,130.8758374465,1105187.4351020632,0.0146554262,0.0172797541,0.0860651569,0.0000000000,0.2807960049,1.3360394640,0.0119977139,NORMAL,,true
2020-02-22-XLK-01030,2020-02-22T00:00:00Z,51,XLK,NORMAL,clean,v1,127.6163471282,128.1417326946,127.5289576367,128.0540434760,1049481.7000947839,0.0034239145,0.0065321567,0.0151991093,-0.0164354959,0.1061475466,0.3615854209,0.0002956868,NORMAL,,true
2020-02-22-XLF-01031,2020-02-22T00:00:00Z,51,XLF,NORMAL,clean,v1,137.0570677610,137.1230372977,136.6618057103,136.7276166726,1027504.6632839084,-0.0024066448,0.0098715976,0.0197744293,-0.0213911693,0.1604134605,0.4182715378,0.0028419470,NORMAL,,true
2020-02-22-XLE-01032,2020-02-22T00:00:00Z,51,XLE,NORMAL,clean,v1,132.6600560927,133.2347450756,132.5644757271,133.1388197651,900977.4828517152,0.0036024546,0.0074987581,-0.0223846226,-0.0398603477,0.1740856047,-0.9675778921,0.0006453282,NORMAL,,true
2020-02-22-XLP-01033,2020-02-22T00:00:00Z,51,XLP,NORMAL,clean,v1,133.9779911000,134.0957345691,133.2733380901,133.3905653136,966079.1313120334,-0.0043941347,0.0187358386,-0.0324666184,-0.0565830094,0.3802128194,-0.3060623752,-0.0017575816,NORMAL,,true
2020-02-22-XLU-01034,2020-02-22T00:00:00Z,51,XLU,NORMAL,clean,v1,139.1965925689,141.2471325204,138.8572598869,140.9036384115,987054.9176814511,0.0121889723,0.0082456397,-0.0114835450,-0.0255113582,0.1607865831,-0.2279270880,-0.0003851055,NORMAL,,true
2020-02-22-XLI-01035,2020-02-22T00:00:00Z,51,XLI,NORMAL,clean,v1,141.2807145709,141.4335289042,140.3667151876,140.5187053040,949350.5893687906,-0.0054081809,0.0086757654,0.0317011454,-0.0145918260,0.1409811880,-0.5710893580,0.0124824366,NORMAL,,true
2020-02-22-XLC-01036,2020-02-22T00:00:00Z,51,XLC,NORMAL,nonpositive_price,v1,138.6750203776,138.8470304887,138.6463692977,0.0000000000,874295.8301225165,0.0010330296,0.0087467751,-0.0113967361,-0.0246445279,0.1687274792,-0.8617751006,-0.0021494996,NORMAL,NONPOSITIVE_PRICE,false
2020-02-22-XLB-01037,2020-02-22T00:00:00Z,51,XLB,NORMAL,clean,v1,130.6221677323,132.0937373220,130.3782394720,131.8475207958,837207.7961300355,0.0093371694,0.0129185875,0.0051317103,-0.0583358141,0.2099270469,-2.2039387608,0.0023603753,NORMAL,,true
2020-02-22-XLY-01038,2020-02-22T00:00:00Z,51,XLY,NORMAL,clean,v1,145.4791097842,145.9338212397,145.4034394543,145.8579538557,904765.3405360789,0.0026007284,0.0084830696,-0.0239654533,-0.0312858670,0.1937692723,-1.2261027742,-0.0020391727,NORMAL,,true
2020-02-22-CASH-01039,2020-02-22T00:00:00Z,51,CASH,NORMAL,clean,v1,150.0135761474,150.1368748209,149.9930345746,150.1163191793,1064660.8191375467,0.0006846571,0.0003590306,0.0081004589,0.0000000000,0.0058342473,0.5053839796,0.0005423420,NORMAL,,true
2020-02-23-SPY-01040,2020-02-23T00:00:00Z,52,SPY,NORMAL,clean,v1,101.5171576968,102.9067270614,101.2870901394,102.6740376757,987638.8816041986,0.0113314617,0.0105475660,0.0186347399,-0.0199720141,0.1713979478,-0.6070479402,-0.0181533944,NORMAL,,true
2020-02-23-QQQ-01041,2020-02-23T00:00:00Z,52,QQQ,NORMAL,clean,v1,107.8558328358,108.9875188330,107.6681739832,108.7982203161,1008869.7092152034,0.0086995227,0.0101673774,0.0736636280,-0.0002289199,0.1652198820,-0.2181738984,0.0092284181,NORMAL,,true
2020-02-23-TLT-01042,2020-02-23T00:00:00Z,52,TLT,NORMAL,clean,v1,106.6842007492,106.7701624095,106.1696410551,106.2552570905,1074408.9654575479,-0.0040287906,0.0050693588,-0.0014778191,-0.0419649300,0.0858253248,1.2455016141,-0.0044096773,NORMAL,,true
2020-02-23-GLD-01043,2020-02-23T00:00:00Z,52,GLD,NORMAL,clean,v1,112.1990850635,112.3760742030,111.1420214489,111.3176201161,1019278.2886838401,-0.0078872809,0.0076100069,-0.0299717741,-0.0349342548,0.1935967509,0.7545468815,0.0032056373,NORMAL,,true
2020-02-23-IWM-01044,2020-02-23T00:00:00Z,52,IWM,NORMAL,clean,v1,121.8370720959,122.7960446180,121.6778517380,122.6357804839,1007926.9428063900,0.0065341507,0.0105853090,0.0276148260,-0.0147995505,0.1720112716,-0.2901067154,0.0073835342,NORMAL,,true
2020-02-23-EEM-01045,2020-02-23T00:00:00Z,52,EEM,NORMAL,clean,v1,117.5859184540,117.6864732828,116.9840918664,117.0842176606,1108626.3876977295,-0.0042758023,0.0071877469,0.0180157822,-0.0163241057,0.1168008873,0.9994554299,-0.0049841962,NORMAL,,true
2020-02-23-HYG-01046,2020-02-23T00:00:00Z,52,HYG,NORMAL,clean,v1,120.7360478946,122.0389232639,120.5200330921,121.8209673786,889777.4805246445,0.0089457460,0.0073286296,0.0264353615,-0.0138979653,0.1190902313,-1.1537419153,0.0001511734,NORMAL,,true
2020-02-23-LQD-01047,2020-02-23T00:00:00Z,52,LQD,NORMAL,clean,v1,104.0754779299,105.1902576668,103.8906419932,105.0037730968,903095.9126351892,0.0088798985,0.0311903621,-0.1510070543,-0.1526030704,0.8591931780,-0.7010430461,-0.0020147704,NORMAL,,true
2020-02-23-VNQ-01048,2020-02-23T00:00:00Z,52,VNQ,NORMAL,clean,v1,119.5047556166,119.5453581849,119.2613814635,119.3019151153,967640.4601400712,-0.0016987846,0.0064807845,-0.0094296069,-0.0278146700,0.1273151646,-0.2425326517,0.0044114870,NORMAL,,true
2020-02-23-DBC-01049,2020-02-23T00:00:00Z,52,DBC,NORMAL,clean,v1,130.8758374465,132.7733382139,130.5617952745,132.4555055607,953230.1534179258,0.0119977139,0.0173685925,0.0934820824,0.0000000000,0.2822396281,-0.6483236291,0.0132050099,NORMAL,,true
2020-02-23-XLK-01050,2020-02-23T00:00:00Z,52,XLK,NORMAL,clean,v1,128.0540434760,128.0994879766,128.0464706989,128.0919129600,1061536.8294341937,0.0002956868,0.0065195958,0.0165605524,-0.0161446259,0.1059434315,0.5075336536,-0.0021717132,NORMAL,,true
2020-02-23-XLF-01051,2020-02-23T00:00:00Z,52,XLF,NORMAL,clean,v1,136.7276166726,137.1946776965,136.6499021435,137.1167419927,923894.4161404708,0.0028419470,0.0097747593,0.0153423433,-0.0186060592,0.1588398379,-1.2958732462,0.0185644067,NORMAL,,true
2020-02-23-XLE-01052,2020-02-23T00:00:00Z,52,XLE,NORMAL,clean,v1,133.1388197651,133.2419604654,133.1216361187,133.2247657262,1076871.5794630162,0.0006453282,0.0074927015,-0.0186470532,-0.0392405426,0.1652661895,1.1202838727,-0.0127429240,NORMAL,,true
2020-02-23-XLP-01053,2020-02-23T00:00:00Z,52,XLP,NORMAL,clean,v1,133.3905653136,133.4374542742,133.1095197964,133.1563264181,1121752.6170657056,-0.0017575816,0.0187358248,-0.0324295554,-0.0582396854,0.3801261163,1.5490114932,0.0063933313,NORMAL,,true
2020-02-23-XLU-01054,2020-02-23T00:00:00Z,52,XLU,NORMAL,nonpositive_price,v1,140.9036384115,140.9144909650,140.8385377162,0.0000000000,995509.9841381913,-0.0003851055,0.0074691356,-0.0258865669,-0.0258865669,0.1817754433,-0.1159764687,-0.0041879966,NORMAL,NONPOSITIVE_PRICE,false
2020-02-23-XLI-01055,2020-02-23T00:00:00Z,52,XLI,NORMAL,clean,v1,140.5187053040,142.6389235145,140.1679021372,142.2837140257,966049.7927674457,0.0124824366,0.0086197303,0.0308644294,-0.0022144417,0.1400706167,-0.3721538486,0.0027439492,NORMAL,,true
2020-02-23-XLC-01056,2020-02-23T00:00:00Z,52,XLC,NORMAL,clean,v1,138.8183497961,138.8780277937,138.4607304157,138.5202802732,992179.7914250362,-0.0021494996,0.0087538492,-0.0129956258,-0.0267388025,0.1725731760,0.3146893779,-0.0036084282,NORMAL,,true
2020-02-23-XLB-01057,2020-02-23T00:00:00Z,52,XLB,NORMAL,clean,v1,131.8475207958,132.2214870205,131.7852788689,132.1590980057,1055711.7426257345,0.0023603753,0.0129134129,0.0045964788,-0.0561105079,0.2098429602,0.3308855943,-0.0055732252,NORMAL,,true
2020-02-23-XLY-01058,2020-02-23T00:00:00Z,52,XLY,NORMAL,clean,v1,145.8579538557,145.9174397668,145.5014626160,145.5608273488,960240.0535600219,-0.0020391727,0.0084509882,-0.0215754780,-0.0332592297,0.1876713408,-0.6251100923,0.0115843624,NORMAL,,true
2020-02-23-CASH-01059,2020-02-23T00:00:00Z,52,CASH,NORMAL,clean,v1,150.1163191793,150.2140473508,150.1000363032,150.1977556414,1043400.1151204479,0.0005423420,0.0003598375,0.0083183286,0.0000000000,0.0058473594,0.3658890646,0.0001669815,NORMAL,,true
2020-02-24-SPY-01060,2020-02-24T00:00:00Z,53,SPY,NORMAL,clean,v1,102.6740376757,103.0468141351,100.4609010096,100.8269713644,1048926.0638275768,-0.0181533944,0.0111099562,-0.0101262094,-0.0376023393,0.2041646098,0.2780169974,-0.0045175261,NORMAL,,true
2020-02-24-QQQ-01061,2020-02-24T00:00:00Z,53,QQQ,NORMAL,clean,v1,108.7982203161,110.0095716949,108.5974132234,109.8069028933,836612.2710753076,0.0092284181,0.0101938402,0.0842539411,0.0000000000,0.1656499030,-2.3069160920,0.0009526388,NORMAL,,true
2020-02-24-TLT-01062,2020-02-24T00:00:00Z,53,TLT,NORMAL,clean,v1,106.2552570905,106.3489673687,105.6944393068,105.7877372627,1001308.9343583892,-0.0044096773,0.0048593327,0.0017950889,-0.0461802545,0.0789641564,0.4060115504,0.0168595232,NORMAL,,true
2020-02-24-GLD-01063,2020-02-24T00:00:00Z,53,GLD,NORMAL,clean,v1,111.3176201161,111.7466345372,111.2462513322,111.6750366037,960604.8877497409,0.0032056373,0.0075333098,-0.0318356401,-0.0318356401,0.1966994441,-0.2061006390,-0.0139904258,NORMAL,,true
2020-02-24-IWM-01064,2020-02-24T00:00:00Z,53,IWM,NORMAL,clean,v1,122.6357804839,123.7270562270,122.4546833883,123.5446170462,1073953.7993074611,0.0073835342,0.0106554701,0.0360427942,-0.0074983682,0.1731513884,0.3713879129,-0.0128389219,NORMAL,,true
2020-02-24-EEM-01065,2020-02-24T00:00:00Z,53,EEM,NORMAL,clean,v1,117.0842176606,117.2009318032,116.3859649864,116.5020988501,911441.1607715634,-0.0049841962,0.0069767301,0.0030209317,-0.0212147413,0.1133718635,-1.3343480359,-0.0077516165,NORMAL,,true
2020-02-24-HYG-01066,2020-02-24T00:00:00Z,53,HYG,NORMAL,clean,v1,121.8209673786,121.8430686338,121.8172841609,121.8393848592,1092632.3395843506,0.0001511734,0.0072781553,0.0292265888,-0.0137488817,0.1182700230,0.7736546842,0.0044173502,NORMAL,,true
2020-02-24-LQD-01067,2020-02-24T00:00:00Z,53,LQD,NORMAL,clean,v1,105.0037730968,105.0460847964,104.7502010397,104.7924275767,1129140.8559441091,-0.0020147704,0.0312186904,-0.1446401151,-0.1543086619,0.8447973203,1.7308582450,0.0040107380,NORMAL,,true
2020-02-24-VNQ-01068,2020-02-24T00:00:00Z,53,VNQ,NORMAL,clean,v1,119.3019151153,119.9351016989,119.1966553458,119.8293765516,971482.1206219081,0.0044114870,0.0061028009,0.0055722540,-0.0235164132,0.0991705139,-0.2494142193,0.0064239846,NORMAL,,true
2020-02-24-DBC-01069,2020-02-24T00:00:00Z,53,DBC,NORMAL,clean,v1,132.4555055607,134.5706463153,132.1056903070,134.2161811140,941179.3777154519,0.0132050099,0.0174023058,0.1102858384,0.0000000000,0.2827874694,-0.7267417875,-0.0022759042,NORMAL,,true
2020-02-24-XLK-01070,2020-02-24T00:00:00Z,53,XLK,NORMAL,clean,v1,128.0919129600,128.1475487398,127.7585208189,127.8140359048,906140.7891063845,-0.0021717132,0.0065002911,0.0172820565,-0.0182789592,0.1056297300,-1.2530864365,0.0002856958,NORMAL,,true
2020-02-24-XLF-01071,2020-02-24T00:00:00Z,53,XLF,NORMAL,clean,v1,137.1167419927,140.2046451903,136.6076437991,139.6860076183,777230.4150808314,0.0185644067,0.0105153179,0.0367895415,-0.0002168991,0.1708739156,-2.7529345652,0.0000939723,NORMAL,,true
2020-02-24-XLE-01072,2020-02-24T00:00:00Z,53,XLE,NORMAL,nonpositive_price,v1,133.2247657262,133.5643003387,131.2026281249,0.0000000000,988215.2662643901,-0.0127429240,0.0072801400,-0.0163935730,-0.0514057525,0.1565539449,0.0172819662,0.0172093759,NORMAL,NONPOSITIVE_PRICE,false
2020-02-24-XLP-01073,2020-02-24T00:00:00Z,53,XLP,NORMAL,clean,v1,133.1563264181,134.1817206239,132.9860639175,134.0103660915,892700.9376525953,0.0063933313,0.0187898896,-0.0295474671,-0.0521994116,0.3742797961,-1.3613938401,-0.0080337207,NORMAL,,true
2020-02-24-XLU-01074,2020-02-24T00:00:00Z,53,XLU,NORMAL,clean,v1,140.8493860911,140.9673614399,140.1432605239,140.2607428255,1101306.2162352181,-0.0041879966,0.0064081261,-0.0123393187,-0.0299576199,0.1329237920,1.2632304401,0.0013005416,NORMAL,,true
2020-02-24-XLI-01075,2020-02-24T00:00:00Z,53,XLI,NORMAL,clean,v1,142.2837140257,142.7529678608,142.2056301679,142.6746694506,958201.5491160136,0.0027439492,0.0085728648,0.0361955228,0.0000000000,0.1393090526,-0.4171970580,0.0069317749,NORMAL,,true
2020-02-24-XLC-01076,2020-02-24T00:00:00Z,53,XLC,NORMAL,clean,v1,138.5202802732,138.6202483691,137.9217325109,138.0213405292,1006691.5046404364,-0.0036084282,0.0083298498,-0.0273041992,-0.0302444169,0.1990698572,0.4100033446,0.0072211915,NORMAL,,true
2020-02-24-XLB-01077,2020-02-24T00:00:00Z,53,XLB,NORMAL,clean,v1,132.1590980057,132.3064084875,131.2781025043,131.4245942752,1082079.6192251220,-0.0055732252,0.0128433304,0.0070343744,-0.0613563848,0.2087041184,0.6046066313,-0.0013598662,NORMAL,,true
2020-02-24-XLY-01078,2020-02-24T00:00:00Z,53,XLY,NORMAL,clean,v1,145.5608273488,147.5980368696,145.2235814728,147.2568614987,1029920.1547976614,0.0115843624,0.0084367609,0.0025130308,-0.0219950360,0.1370973646,0.1734236099,-0.0075782325,NORMAL,,true
2020-02-24-CASH-01079,2020-02-24T00:00:00Z,53,CASH,NORMAL,clean,v1,150.1977556414,150.2278548653,150.1927395927,150.2228379789,1017809.5105882073,0.0001669815,0.0003640302,0.0080580709,0.0000000000,0.0059154902,0.0384407575,0.0004250808,NORMAL,,true
2020-02-25-SPY-01080,2020-02-25T00:00:00Z,54,SPY,NORMAL,clean,v1,100.8269713644,100.9180690593,100.2818230957,100.3725101826,1066919.5547889450,-0.0045175261,0.0106427225,-0.0276934473,-0.0419401903,0.2375622841,0.5275291889,-0.0144988248,NORMAL,,true
2020-02-25-QQQ-01081,2020-02-25T00:00:00Z,54,QQQ,NORMAL,clean,v1,109.8069028933,109.9325002494,109.7859816309,109.9115590471,1089489.3280681474,0.0009526388,0.0099252442,0.0699689576,0.0000000000,0.1612852186,0.8840866867,0.0057206575,NORMAL,,true
2020-02-25-TLT-01082,2020-02-25T00:00:00Z,54,TLT,NORMAL,clean,v1,105.7877372627,107.9491587089,105.4310310996,107.5863876681,900336.0094863740,0.0168595232,0.0061115192,0.0205215439,-0.0299629848,0.0993121874,-0.9687302638,0.0060318956,NORMAL,,true
2020-02-25-GLD-01083,2020-02-25T00:00:00Z,54,GLD,NORMAL,clean,v1,111.6750366037,111.9875128674,109.8153986586,110.1235336850,960783.3911524048,-0.0139904258,0.0080213842,-0.0443390160,-0.0452863618,0.2338051974,-0.2556473258,0.0100223829,NORMAL,,true
2020-02-25-IWM-01084,2020-02-25T00:00:00Z,54,IWM,NORMAL,clean,v1,123.5446170462,123.8618529853,121.6553873253,121.9685763317,932834.3997380071,-0.0128389219,0.0111354815,0.0196071590,-0.0201595672,0.1809515743,-1.2405668999,-0.0005299370,NORMAL,,true
2020-02-25-EEM-01085,2020-02-25T00:00:00Z,54,EEM,NORMAL,clean,v1,116.5020988501,116.6827147696,115.4232891232,115.6025103897,1131673.1437080081,-0.0077516165,0.0068152376,-0.0142533188,-0.0287725787,0.1440053551,1.3815936576,0.0033873343,NORMAL,,true
2020-02-25-HYG-01086,2020-02-25T00:00:00Z,54,HYG,NORMAL,clean,v1,121.8393848592,122.4869005618,121.7317434119,122.3787825728,1128984.2782144882,0.0044173502,0.0070268142,0.0410112635,-0.0093826285,0.1141857308,1.0197203097,-0.0063291858,NORMAL,,true
2020-02-25-LQD-01087,2020-02-25T00:00:00Z,54,LQD,NORMAL,clean,v1,104.7924275767,105.2979633305,104.7083685828,105.2135665210,1023434.1178568529,0.0040107380,0.0313292505,-0.1360620384,-0.1509100045,0.8265784096,0.5093585769,-0.0124760540,NORMAL,,true
2020-02-25-VNQ-01088,2020-02-25T00:00:00Z,54,VNQ,NORMAL,clean,v1,119.8293765516,120.7565850669,119.6754201382,120.6016364562,996624.1173430455,0.0064239846,0.0062406805,0.0133605986,-0.0172233059,0.1014110581,0.0649842703,-0.0145381514,NORMAL,,true
2020-02-25-DBC-01089,2020-02-25T00:00:00Z,54,DBC,NORMAL,clean,v1,134.2161811140,134.2772737493,133.8501115242,133.9110652765,922599.5115571374,-0.0022759042,0.0173241115,0.1134692653,-0.0022733163,0.2815168117,-0.8910099115,0.0092829229,NORMAL,,true
2020-02-25-XLK-01090,2020-02-25T00:00:00Z,54,XLK,NORMAL,nonpositive_price,v1,127.8140359048,127.8578623245,127.8067327188,0.0000000000,974343.9323739383,0.0002856958,0.0059690534,0.0279355066,-0.0179984456,0.0969971176,-0.4645917121,-0.0080285812,NORMAL,NONPOSITIVE_PRICE,false
