asset,momentum_5d,momentum_20d,momentum_60d,realized_vol,trend_strength,vol_adjusted_momentum,momentum_5d_zscore,momentum_20d_zscore,momentum_60d_zscore,vol_adjusted_momentum_zscore,trend_strength_zscore,composite_alpha_score,alpha_rank,Date,calibrated_state_0_probability,calibrated_state_1_probability,calibrated_state_2_probability,calibrated_most_likely_state,regime_adjusted_alpha,allocation_preference_rank,alpha_dispersion
ETH-USD,-0.07476315826104851,0.010888767766939589,0.36627403389044355,0.5492831017469489,0.18315246613532477,0.01982359867308638,-0.47690794843874346,-0.30096994097833857,0.824829815374683,0.3073766685353826,1.5826045429014317,0.19902917909090606,0.75,2024-12-18,0.1505663822688156,0.5161002839169362,0.3333333338142482,1,0.1994534797212094,0.75,0.7734423546313087
GLD,-0.02059027761077914,-0.017372421417300776,-0.047797228325757724,0.13218473542809953,-0.008119639580307814,-0.13142532200134652,-0.32831968094293285,-0.3834053416608137,-0.8536373279560326,-0.2365718526317697,-0.4513105772016885,-0.44385843252456003,0.375,2024-12-18,0.1505663822688156,0.5161002839169362,0.3333333338142482,1,-0.44480467273690394,0.375,0.7734423546313087
QQQ,-0.026501743018475188,0.02210577355353749,0.044492221058911374,0.17990834982212608,0.02989154879781486,0.12287241573497443,-0.34453396367531336,-0.26825092266500167,-0.479535518428935,0.6779793240709844,-0.047113998269828726,-0.11440470823313617,0.625,2024-12-18,0.1505663822688156,0.5161002839169362,0.3333333338142482,1,-0.11464860206837535,0.625,0.7734423546313087
SPY,-0.029675182640870545,-0.020957511961662956,0.002890862987590781,0.12142486328986851,0.01906090095029933,-0.17259654566489116,-0.3532382431936657,-0.39386273514064124,-0.6481695653002892,-0.38463919834614363,-0.1622830049326427,-0.4115965224034764,0.5,2024-12-18,0.1505663822688156,0.5161002839169362,0.3333333338142482,1,-0.4124739850181751,0.5,0.7734423546313087
TLT,-0.007136959865667425,-0.03432685871781538,-0.03994440288401335,0.1073370087703349,0.010021158062525126,-0.31980450276254024,-0.29141920321641096,-0.43285994256604415,-0.8218053446985292,-0.9140548808531558,-0.2584082066315432,-0.5611546891865867,0.25,2024-12-18,0.1505663822688156,0.5161002839169362,0.3333333338142482,1,-0.5623509875856811,0.25,0.7734423546313087
VIX,1.0,0.9588652547507519,0.531891280497345,2.677986606593734,-0.1220322697675491,0.3580545370876148,2.471009787103363,2.4641940099304813,1.4961710364745424,1.5237834894447557,-1.662614337578544,1.6711896318258224,1.0,2024-12-18,0.1505663822688156,0.5161002839169362,0.3333333338142482,1,1.6747523597503353,1.0,0.7734423546313087
BTC-USD,-0.03829438629319026,0.0003019621124522587,0.41287749011629926,0.4004602789482549,0.1393323595521565,0.0007540376120331186,-0.3397816147305315,-0.24864739580739226,1.5936730996469153,0.5526439045036958,1.2173849146531017,0.4084513506071084,0.875,2024-12-19,0.1505663822687935,0.3333333323715478,0.5161002853596587,2,0.3869266857214554,0.875,0.7121874351275452
DIA,-0.03377588169367807,-0.056788738078388135,-0.018148875385138097,0.09779395901661804,0.014448024092636569,-0.5806978125176226,-0.3236214360463556,-0.4465970278309566,-0.7093265551569579,-1.4227664133406877,-0.2423781801671647,-0.6493598072748037,0.25,2024-12-19,0.1505663822687935,0.3333333323715478,0.5161002853596587,2,-0.6151396921471953,0.25,0.7121874351275452
ETH-USD,-0.11645038797126261,-0.0488567359376717,0.24452838789781262,0.5846366894464042,0.17634069773704764,-0.08356768711169055,-0.6193021783468102,-0.41909452918027695,0.6941737758766067,0.26617133587994,1.6499724452200788,0.1074774724498721,0.75,2024-12-19,0.1505663822687935,0.3333333323715478,0.5161002853596587,2,0.1018135994481011,0.75,0.7121874351275452
GLD,-0.019198441653416,-0.02439020450219742,-0.04644405607718749,0.12774028388019648,-0.00855202289647572,-0.19093588773508766,-0.2714860380135803,-0.3342621330394755,-0.8605093982078562,-0.09859876722068622,-0.5112239056962964,-0.39751987116989684,0.375,2024-12-19,0.1505663822687935,0.3333333323715478,0.5161002853596587,2,-0.3765712759464953,0.375,0.7121874351275452
QQQ,-0.03083714054520037,0.008690666580734474,0.039840657525656464,0.17859340953155523,0.02966215272912165,0.04866174291386123,-0.31311119288514105,-0.2195613807979405,-0.39948501188980395,0.7154043726944437,-0.0645414368985268,-0.07176092434533511,0.625,2024-12-19,0.1505663822687935,0.3333333323715478,0.5161002853596587,2,-0.06797925035619994,0.625,0.7121874351275452
SPY,-0.029973071731117074,-0.027300650407795057,0.0025829761424360775,0.11843590606293226,0.017630240734837432,-0.23050991304350343,-0.310020899155548,-0.3443534735574882,-0.598555032269017,-0.23304659449210577,-0.20518150216175216,-0.3521486974667558,0.5,2024-12-19,0.1505663822687935,0.3333333323715478,0.5161002853596587,2,-0.3335910829757653,0.5,0.7121874351275452
TLT,-0.02217039125793341,-0.058664562214135185,-0.05448108052089207,0.10749492226424871,0.007953847272000658,-0.5457426358235172,-0.2821150493582964,-0.4531010415524703,-0.9034517005841136,-1.304010549569316,-0.31828809808536795,-0.6656745821766231,0.125,2024-12-19,0.1505663822687935,0.3333333323715478,0.5161002853596587,2,-0.6305947072222335,0.125,0.7121874351275452
VIX,0.7443880825933036,0.7831235932245217,0.3361064467640822,2.731248157150527,-0.09534535108625264,0.2867273671834871,2.459438408536263,2.4656169817660003,1.1834808225842268,1.5242027115447163,-1.5257442368640728,1.620535059376434,1.0,2024-12-19,0.1505663822687935,0.3333333323715478,0.5161002853596587,2,1.535135723478333,1.0,0.7121874351275452
BTC-USD,-0.06273103997510754,0.013549899521922093,0.4510768477870739,0.3985100525340848,0.1335191670454825,0.034001399552557494,-0.5159839300112514,-0.08182160005260357,1.972981761223976,0.7024301592617054,1.24306383841146,0.531645501920251,0.875,2024-12-20,0.1505665339562975,0.1505665339562975,0.6988669320874049,2,0.47447855070234635,0.875,0.548640961718166
DIA,-0.0218310778713523,-0.04512842731486588,0.0015592722513078083,0.11153703729912814,0.012093923147087349,-0.4046048595843297,-0.21406571278523695,-0.5063951656465873,-0.508578495326424,-1.2882423538084053,-0.28183615630929204,-0.5822794777089186,0.25,2024-12-20,0.1505665339562975,0.1505665339562975,0.6988669320874049,2,-0.5196679398004009,0.25,0.548640961718166
ETH-USD,-0.12130436047702275,-0.0629169983020138,0.30267382999731574,0.5756321155903127,0.16787666850442173,-0.10930070890414481,-0.948364587432998,-0.6351063511553748,1.1537234030601713,0.05203458822924018,1.674537163984472,0.028400491823117435,0.625,2024-12-20,0.1505665339562975,0.1505665339562975,0.6988669320874049,2,0.02534663445998264,0.625,0.548640961718166
GLD,-0.008964702782778833,-0.014210636778435481,-0.036302822517604305,0.13424715201445087,-0.008648635497947588,-0.10585428863999882,-0.11908780011507726,-0.282686050612476,-0.7175960615390299,0.06767662238950066,-0.5423283451886979,-0.29284009755553386,0.375,2024-12-20,0.1505665339562975,0.1505665339562975,0.6988669320874049,2,-0.2613514918753624,0.375,0.548640961718166
QQQ,-0.02237374277356441,0.0174992483959846,0.046909804264889,0.18094795390359178,0.029754863873072024,0.09670873872001956,-0.21807159473230034,-0.05324564665333158,-0.2582210366126314,0.9870357111616673,-0.0600439856272821,0.08017052340461944,0.75,2024-12-20,0.1505665339562975,0.1505665339562975,0.6988669320874049,2,0.0715499211724327,0.75,0.548640961718166
SPY,-0.01832208134500679,-0.015617561577571215,0.016293960015750786,0.12758091079215975,0.016564789374231115,-0.12241299643183738,-0.18816275539865193,-0.2928660116081797,-0.4272357013203376,-0.0074772628241740555,-0.22568947982517076,-0.2350038953736037,0.5,2024-12-20,0.1505665339562975,0.1505665339562975,0.6988669320874049,2,-0.2097343197366117,0.5,0.548640961718166
TLT,-0.016602260233931077,-0.05330424277988188,-0.03218835883502191,0.11142857696386968,0.00576655064704501,-0.4783713857995835,-0.1754672589459555,-0.5655521885330002,-0.6948821786846229,-1.6230414887098108,-0.3612974773833881,-0.7044735895663167,0.125,2024-12-20,0.1505665339562975,0.1505665339562975,0.6988669320874049,2,-0.6287227232774473,0.125,0.548640961718166
VIX,0.3294714013383895,0.35899336042210694,-0.0005443782485018422,2.9018969256799236,-0.08063879646338024,0.12370989377508426,2.3792036394214713,2.417673014261553,-0.5201916908011015,1.1095840243002768,-1.4464055580621014,1.1743805430563852,1.0,2024-12-20,0.1505665339562975,0.1505665339562975,0.6988669320874049,2,1.0481013683550606,1.0,0.548640961718166
BTC-USD,-0.08304268172455187,-0.0005660219921388432,0.44332982303943513,0.3980579408140977,0.12711463369857867,-0.0014219588007244118,-0.5926961851735163,-0.13292050534045327,2.0273204764818455,0.6043154491680318,1.273711032463977,0.495282899739534,0.875,2024-12-21,0.1505671436406576,0.1505671436406576,0.6988657127186849,2,0.4420259431901885,0.875,0.5300853545545945
DIA,-0.019599577437655835,-0.04512842731486588,0.0016993961414986103,0.11153703729912814,0.009737626854952941,-0.4046048595843297,-0.0543785209092096,-0.44583945288967897,-0.49803310131891365,-1.2489184114221406,-0.3254459018150383,-0.5265624327784603,0.25,2024-12-21,0.1505671436406576,0.1505671436406576,0.6988657127186849,2,-0.46994203942801793,0.25,0.5300853545545945
ETH-USD,-0.16307502203245727,-0.10076151909632913,0.27365299740624804,0.5895575705886424,0.15785461773053222,-0.17091039810704833,-1.271774281751719,-0.8364971923696093,1.0570658187753192,-0.17473969947688864,1.6925158729197831,-0.1595872029095622,0.625,2024-12-21,0.1505671436406576,0.1505671436406576,0.6988657127186849,2,-0.14242705315342125,0.625,0.5300853545545945
GLD,-0.011352493972005884,-0.014210636778435481,-0.04658759072769414,0.13424715201445087,-0.008563474566047558,-0.10585428863999882,0.015598362443555981,-0.22873352233810176,-0.7741502065371093,0.12429129779079003,-0.574782071047282,-0.2529503730667114,0.375,2024-12-21,0.1505671436406576,0.1505671436406576,0.6988657127186849,2,-0.22575103500226565,0.375,0.5300853545545945
QQQ,-0.03625226201540288,0.0174992483959846,0.045769928519374004,0.18094795390359178,0.029865633876238196,0.09670873872001956,-0.19567731715166597,-0.006065472356837808,-0.24602674071149,1.0553740904331321,-0.05121977468106786,0.1157923873388371,0.75,2024-12-21,0.1505671436406576,0.1505671436406576,0.6988657127186849,2,0.10334142215410634,0.75,0.5300853545545945
SPY,-0.022496107405804433,-0.015617561577571215,0.016834100927492823,0.12758091079215975,0.015491061281544427,-0.12241299643183738,-0.07895571120359088,-0.23861300312999537,-0.4114890623387784,0.048179047227059325,-0.24706049391772456,-0.18474309559383306,0.5,2024-12-21,0.1505671436406576,0.1505671436406576,0.6988657127186849,2,-0.16487797402390497,0.5,0.5300853545545945
TLT,-0.019538385571615025,-0.05330424277988188,-0.03313183105261508,0.11142857696386968,0.0035932581175694978,-0.4783713857995835,-0.05385930510523345,-0.5032503478389404,-0.6972067969170533,-1.5879869182822408,-0.40915744070479937,-0.6597014524830676,0.125,2024-12-21,0.1505671436406576,0.1505671436406576,0.6988657127186849,2,-0.5887648390669625,0.125,0.5300853545545945
VIX,0.24982989345139917,0.35899336042210694,0.008791200038733571,2.9018969256799236,-0.06609231925676151,0.12370989377508426,2.2317429588513793,2.391919496263617,-0.45748038743382025,1.1794851445622565,-1.3585612232178483,1.1724692697532633,1.0,2024-12-21,0.1505671436406576,0.1505671436406576,0.6988657127186849,2,1.0463955753302774,1.0,0.5300853545545945
BTC-USD,-0.10397212659475785,-0.007931620203770584,0.4316091324789455,0.4024528691655899,0.12063536093298866,-0.019708196441027497,-0.8775757572367906,-0.18285707090161848,1.9092877360002167,0.5433983647038817,1.310668728510543,0.39123182027403036,0.875,2024-12-22,0.1506729153261156,0.1506729153261156,0.6986541693477689,2,0.3491612363001758,0.875,0.48728434647549235
DIA,-0.013297131483570479,-0.042255700218049475,0.011476863252869007,0.11178923064810954,0.007376575039226507,-0.3779943736357046,0.1253120410335482,-0.4141969181335611,-0.44438436135304393,-1.137603859181735,-0.3785089461491702,-0.45344520595523147,0.25,2024-12-22,0.1506729153261156,0.1506729153261156,0.6986541693477689,2,-0.4046845898036121,0.25,0.48728434647549235
ETH-USD,-0.15674494921355853,-0.10061563096898518,0.30625986339366995,0.5895097857422269,0.14771638605601356,-0.17067677823584265,-1.4612561844569105,-0.807535281718886,1.2070539427876317,-0.1649139785770864,1.7145637789803707,-0.15462745066690176,0.5,2024-12-22,0.1506729153261156,0.1506729153261156,0.6986541693477689,2,-0.13799979716114025,0.5,0.48728434647549235
GLD,-0.007542823315059288,-0.005504421313063279,-0.0349583018470393,0.13081743777407895,-0.008246742094903503,-0.042077122184348136,0.18895610787480688,-0.16649806520229077,-0.7045242278597859,0.4384481424684791,-0.6115200834207245,-0.12652542340605966,0.625,2024-12-22,0.1506729153261156,0.1506729153261156,0.6986541693477689,2,-0.1129196833450806,0.625,0.48728434647549235
QQQ,-0.031989364818174604,0.00654013108677276,0.06204458894044973,0.17708722124970372,0.029175955766416628,0.036931694114454364,-0.08142866747941735,-0.08531934428694343,-0.16109299409692168,0.8091406345561428,-0.05338602561639022,0.08238938874823871,0.75,2024-12-22,0.1506729153261156,0.1506729153261156,0.6986541693477689,2,0.07352975740368317,0.75,0.48728434647549235
SPY,-0.0184518765559486,-0.017378875416964257,0.02621091747132942,0.12726435037717287,0.014175064438428642,-0.13655729483911677,0.0682992898341346,-0.2465303456659301,-0.3618409938588911,-0.00483264940942382,-0.2771141057937832,-0.1613453849659934,0.375,2024-12-22,0.1506729153261156,0.1506729153261156,0.6986541693477689,2,-0.14399532749303207,0.375,0.48728434647549235
TLT,-0.021918238435964854,-0.05557350808564465,-0.030506568433251502,0.11028641030977118,0.0012490590744329566,-0.5039016858881382,0.02996047294646956,-0.5039572157517974,-0.6795846517110915,-1.7283340781284737,-0.46989667459046813,-0.6737684835632052,0.125,2024-12-22,0.1506729153261156,0.1506729153261156,0.6986541693477689,2,-0.6013157021232185,0.125,0.48728434647549235
VIX,0.1568998577661147,0.37631187408868305,-0.04573800266295236,2.8999358677225735,-0.050037894876718836,0.12976558491419835,2.0077326974841596,2.406894241661027,-0.764914449908114,1.2446974235682156,-1.2348066719203774,1.0960907395351225,1.0,2024-12-22,0.1506729153261156,0.1506729153261156,0.6986541693477689,2,0.9782241062222247,1.0,0.48728434647549235
BTC-USD,-0.053530732585534535,-0.013707210538955183,0.3891545930680036,0.40269305512854137,0.11436062046096818,-0.034038855064385906,0.03585387014865975,-0.2329588821722721,1.652818140552312,0.44845226666501903,1.3312716390654737,0.4906643547280639,1.0,2024-12-23,0.1463686115008382,0.309912801487488,0.5437185870116736,2,0.46208061757432944,1.0,0.3672149590033084
DIA,0.013929190917516321,-0.039654575864296104,0.01559915126364353,0.11227895718130732,0.005087590090533389,-0.3531790538476605,0.5238278279783254,-0.48174692805451896,-0.33904230961555826,-1.1070444923567309,-0.43135114162377164,-0.37211098737752557,0.25,2024-12-23,0.1463686115008382,0.309912801487488,0.5437185870116736,2,-0.3504335972171772,0.25,0.3672149590033084
ETH-USD,-0.05609769804411102,-0.056598339832917954,0.34771646264930434,0.6123490176770489,0.13946723780805192,-0.09242823651064916,0.01728562652506652,-0.6442068107743484,1.4318630589954144,0.16386106208716725,1.7362525893694836,0.3029651652261735,0.875,2024-12-23,0.1463686115008382,0.309912801487488,0.5437185870116736,2,0.2853158769375181,0.875,0.3672149590033084
GLD,0.0071052923433159165,-0.012175566970403673,-0.046835427986393396,0.13145402387182945,-0.008054688223115947,-0.0926222462560379,0.4744668945208454,-0.2182732057796908,-0.6719539880810829,0.16291545407125016,-0.6433419601017417,-0.1367304856418789,0.375,2024-12-23,0.1463686115008382,0.309912801487488,0.5437185870116736,2,-0.12876522746726385,0.375,0.3672149590033084
QQQ,0.014024169366386507,0.013239648553527328,0.06376559153665085,0.17998946790331458,0.028791230539106705,0.07355790706953645,0.5245148582504782,0.025412491268699666,-0.08221074816979385,0.9728813903499594,-0.04900083525552581,0.2857607639411861,0.75,2024-12-23,0.1463686115008382,0.309912801487488,0.5437185870116736,2,0.2691137210357112,0.75,0.3672149590033084
SPY,0.017758593173614612,-0.011952862195334979,0.03012831768185764,0.12950905829196266,0.013070292641068404,-0.09229363839854879,0.5515279568547778,-0.21613787199518997,-0.2615703503728805,0.16451709641922815,-0.3025865844467602,-0.004205079463007896,0.5,2024-12-23,0.1463686115008382,0.309912801487488,0.5437185870116736,2,-0.003960111828976686,0.5,0.3672149590033084
TLT,-0.01861838195114196,-0.056091252950833836,-0.045515854110422915,0.11068147933039564,-0.0008441080571320869,-0.5067808389459239,0.2883937046391498,-0.6393447697576823,-0.6649177982134571,-1.8557031690487178,-0.5270320818137144,-0.6909520916332812,0.125,2024-12-23,0.1463686115008382,0.309912801487488,0.5437185870116736,2,-0.6507005576003787,0.125,0.3672149590033084
VIX,-0.3924692187985016,0.2616541688724867,-0.12054503387093296,2.926617392475097,-0.037246047700475016,0.0894049798054404,-2.4158707389173033,2.407255977265003,-1.0649860050949538,1.0501203918128248,-1.1142116251934437,0.12460836022026993,0.625,2024-12-23,0.1463686115008382,0.309912801487488,0.5437185870116736,2,0.11734927856623768,0.625,0.3672149590033084
BTC-USD,0.012156416436717388,-0.0009359003199715943,0.4806800614614215,0.4179904804360171,0.10769677672888944,-0.00223904697302037,0.31422399757971736,0.34552890933424696,1.5417118737420055,0.6284301737618231,1.3658898873149958,0.7371208705484829,1.0,2024-12-24,0.1463685404897824,0.4926780660019519,0.3609533935082655,1,0.7345958118717262,1.0,0.4775673289809219
DIA,0.021717009276160715,-0.03812163860388229,0.030567465894234314,0.11408134292674509,0.0026254982613698186,-0.3341619026027884,0.37760175492843906,-0.44755509318695413,-0.21062365206428466,-0.8359944996975985,-0.4771923976594491,-0.31578904708872,0.25,2024-12-24,0.1463685404897824,0.4926780660019519,0.3609533935082655,1,-0.31470728980136664,0.25,0.4775673289809219
ETH-USD,0.02168618725666227,-0.09092714088617249,0.43355677415358795,0.5736736458933539,0.12810858691729243,-0.15849976992506967,0.37739743386743635,-1.5737717837212704,1.3582559756944523,-0.06098320739693274,1.7239386929563585,0.03519637461224598,0.625,2024-12-24,0.1463685404897824,0.4926780660019519,0.3609533935082655,1,0.03507580698940971,0.625,0.4775673289809219
GLD,0.007679450296406598,-0.01320143765770887,-0.046897223035397784,0.1311258567073601,-0.007912565472004918,-0.10067760843821334,0.28454591396460327,0.08393395670438898,-0.5122018077163749,0.1941248652106273,-0.6620432804905614,-0.047730346745968315,0.5,2024-12-24,0.1463685404897824,0.4926780660019519,0.3609533935082655,1,-0.047566843132095825,0.5,0.4775673289809219
QQQ,0.03237195323716846,0.014437574541090292,0.07166005359186478,0.18106333538758038,0.02833931379271859,0.07973770344054208,0.4482340331004583,0.6734088315340272,-0.050645899877343435,0.9901069125566653,-0.02613975438567355,0.47694768317759684,0.875,2024-12-24,0.1463685404897824,0.4926780660019519,0.3609533935082655,1,0.47531386580261126,0.875,0.4775673289809219
SPY,0.029387068888298895,-0.007135944788804416,0.041937898733805046,0.1340069484648627,0.012015211343431309,-0.053250558053528824,0.42844705135637773,0.21329659904342524,-0.16635736490680794,0.4033703015966185,-0.3124850285767546,0.16583247446458974,0.75,2024-12-24,0.1463685404897824,0.4926780660019519,0.3609533935082655,1,0.1652644038193735,0.75,0.4775673289809219
TLT,0.0006834284714274386,-0.062177242794904664,-0.03606994914110906,0.10214543712723619,-0.0034466491387411535,-0.6087128759109852,0.23816885544155597,-0.9606043355933207,-0.4700500952794252,-2.0472977064984152,-0.5837054949409078,-0.802387639439344,0.125,2024-12-24,0.1463685404897824,0.4926780660019519,0.3609533935082655,1,-0.7996390049181412,0.125,0.4775673289809219
VIX,-0.40763800882621815,0.06096659183100295,-0.29808162757915413,2.990857800677951,-0.02879016543521673,0.02038431643830856,-2.4686190402385884,1.6657629158854568,-1.4900890295922213,0.7282431604672134,-1.0282626242180077,-0.24919036952888313,0.375,2024-12-24,0.1463685404897824,0.4926780660019519,0.3609533935082655,1,-0.24833675063151706,0.375,0.4775673289809219
BTC-USD,0.015786925968924947,0.028010404742745854,0.48175254471354867,0.40996090502397153,0.10260637968683928,0.06832457534239272,0.4317699982847086,0.8519421706184187,1.5849201886186184,0.7891599825261825,1.412896715285865,0.958042356600014,1.0,2024-12-25,0.1462627703977258,0.6753392426751238,0.1783979869271503,1,1.0072951255749565,1.0,0.58224863864856
DIA,0.009240422705429019,-0.033255023816534335,0.030567465894234314,0.1136555707173071,0.00042564146779455747,-0.29259475454352163,0.35247832425792425,-0.46546318162000544,-0.20260778461245824,-0.7066430753802566,-0.5274925262647643,-0.3037427142594362,0.375,2024-12-25,0.1462627703977258,0.6753392426751238,0.1783979869271503,1,-0.31935806741181033,0.375,0.58224863864856
ETH-USD,0.005955814637089496,-0.08338290660600423,0.4087880072328387,0.5737011232774707,0.11758302622403605,-0.14534206614351713,0.3126949373446726,-1.5433751890309908,1.295845576173671,-0.09636536688707427,1.697299865251234,0.009152459142080044,0.625,2024-12-25,0.1462627703977258,0.6753392426751238,0.1783979869271503,1,0.009622985265034826,0.625,0.58224863864856
GLD,-0.002726161278274186,-0.005846982481168661,-0.046897223035397784,0.12866944084567888,-0.0074014324799062114,-0.04544188925310792,0.20753827943417313,0.1238985709815491,-0.5095113257528648,0.3176634137972493,-0.676126900469247,-0.027305045256748456,0.5,2024-12-25,0.1462627703977258,0.6753392426751238,0.1783979869271503,1,-0.028708792258763792,0.5,0.58224863864856
QQQ,0.023434617088571974,0.017256704203881146,0.07166005359186478,0.18060918929057304,0.028030198726656907,0.09554721036988711,0.5243993313666813,0.6207027427808794,-0.03980508246152613,0.9019821489955384,-0.0032881913142705733,0.46319728328297544,0.875,2024-12-25,0.1462627703977258,0.6753392426751238,0.1783979869271503,1,0.4870101644423438,0.875,0.58224863864856
SPY,0.017169845076606904,-0.005499292387784349,0.041937898733805046,0.13391892905365974,0.011045671701472415,-0.041064339646719,0.4485200046129988,0.13137503528966316,-0.1575598259750285,0.33580583938981445,-0.32582054023745893,0.13218366016871,0.75,2024-12-25,0.1462627703977258,0.6753392426751238,0.1783979869271503,1,0.13897919611939227,0.75,0.58224863864856
TLT,-0.004982576460211163,-0.06406797083016458,-0.03606994914110906,0.10102569892271218,-0.006156524869744717,-0.6341749823396775,0.18020843174695286,-1.1280414458807,-0.466615281826673,-2.122296677029616,-0.6524863848927834,-0.8854017776753556,0.125,2024-12-25,0.1462627703977258,0.6753392426751238,0.1783979869271503,1,-0.9309201087861106,0.125,0.58224863864856
VIX,-0.2227668854369157,0.053914364694779504,-0.29808162757915413,2.9912257521019696,-0.02050612356582071,0.018024171079997302,-2.4576093070481115,1.408961296861186,-1.5046664641637382,0.5806937345881621,-0.9249820373585746,-0.3461262220022393,0.25,2024-12-25,0.1462627703977258,0.6753392426751238,0.1783979869271503,1,-0.3639205029450425,0.25,0.58224863864856
BTC-USD,-0.014700076698917153,-0.041284687366568984,0.4102238655771453,0.4108096016098646,0.09471038027224665,-0.10049591636803075,0.08140377814690726,-0.25198045678007797,1.5877060751806515,0.2420804600586456,1.474992654397073,0.45414319108292484,1.0,2024-12-26,0.1505669290391408,0.6988661419217185,0.1505669290391408,1,0.48001183095538774,1.0,0.3875453385170154
DIA,0.010897331599856397,-0.028376171651277482,0.03225938821733165,0.11404593273637297,-0.0015438163705886465,-0.24881353477875845,0.4340044780460904,-0.1077681874089943,-0.15830027996329904,-0.37406536337250007,-0.5943533974889804,-0.11143802902953809,0.5,2024-12-26,0.1505669290391408,0.6988661419217185,0.1505669290391408,1,-0.11778569711675116,0.5,0.3875453385170154
ETH-USD,-0.0017968781491730645,-0.16840155291995274,0.3293314821333251,0.5541608707940392,0.1028552930658051,-0.3038856797641732,0.25914352376779026,-1.672113651108256,1.2140238271497197,-0.6028478403550424,1.650098194936234,-0.16256037372635979,0.25,2024-12-26,0.1505669290391408,0.6988661419217185,0.1505669290391408,1,-0.1718200430289704,0.25,0.3875453385170154
GLD,0.004006613780457302,0.0004939715064171679,-0.04046265475936628,0.1310566212534646,-0.006685500460617999,0.003769145745500511,0.33908580903207514,0.2147653209871095,-0.4942396520527309,0.6752217364587166,-0.7048932393124856,0.09795385105249647,0.625,2024-12-26,0.1505669290391408,0.6988661419217185,0.1505669290391408,1,0.10353344124949057,0.625,0.3875453385170154
QQQ,0.022739174709288434,0.007548159759935835,0.07093184115405093,0.1781472378955722,0.02724264173279045,0.0423703440429454,0.5971242017206982,0.29357380052482024,0.02034706030576398,0.8355800766563357,0.02451981013905158,0.3811343889079108,0.875,2024-12-26,0.1505669290391408,0.6988661419217185,0.1505669290391408,1,0.402844343924873,0.875,0.3875453385170154
SPY,0.01723772042729621,-0.007314801942954308,0.042007426847143536,0.1336889600682641,0.009983037533559225,-0.05471507848680423,0.5213424425811701,0.1275267131582856,-0.11326922964679671,0.43226469006416096,-0.34654031038041694,0.17167156350915086,0.75,2024-12-26,0.1505669290391408,0.6988661419217185,0.1505669290391408,1,0.18145021909610642,0.75,0.3875453385170154
TLT,-0.005548753353031954,-0.06598784833000981,-0.036618436944619526,0.0999968410459634,-0.00896492550733563,-0.6598993292165959,0.20746197040996772,-0.5279609786116323,-0.47648129343133133,-2.081811199833611,-0.7538980555751791,-0.7039442037120026,0.125,2024-12-26,0.1505669290391408,0.6988661419217185,0.1505669290391408,1,-0.7440418633349746,0.125,0.3875453385170154
VIX,-0.19771246990420022,0.15348465264001243,-0.27545501241934445,2.9793006251719447,-0.008780152128975649,0.0515170074960644,-2.439566203704699,1.923957439238745,-1.579786507541977,0.8735774403232941,-0.7499256567152969,-0.12696038808458265,0.375,2024-12-26,0.1505669290391408,0.6988661419217185,0.1505669290391408,1,-0.13419223174516173,0.375,0.3875453385170154
BTC-USD,-0.009884640584512216,-0.057628946316422125,0.3469872632385109,0.41425481416280846,0.08671637710628066,-0.13911472925882057,0.11473755694557555,-0.3623916890942727,1.6010061179851365,0.24447288980072207,1.531861580703919,0.43651196428839695,1.0,2024-12-27,0.1505782574333073,0.6988434851333855,0.1505782574333073,1,0.4613716067613063,1.0,0.37636716078293303
DIA,0.00340668781942699,-0.035575802869236006,0.017531204159483726,0.11584668800636179,-0.003645880200912499,-0.3070938278984924,0.39259868009549065,-0.17700960218791922,-0.22348736975714986,-0.42071786457480465,-0.6799403418138245,-0.171418225685051,0.25,2024-12-27,0.1505782574333073,0.6988434851333855,0.1505782574333073,1,-0.18118060599189503,0.25,0.37636716078293303
ETH-USD,0.01567697476547858,-0.1683305958165734,0.2976472605809892,0.554176894303233,0.08859514835133875,-0.30374885266231744,0.6491144781094174,-1.2929666367184514,1.3277663002519862,-0.4074718916011577,1.577848367395886,0.08377662307610242,0.75,2024-12-27,0.1505782574333073,0.6988434851333855,0.1505782574333073,1,0.08854775667069874,0.75,0.37636716078293303
GLD,-0.0028914175521824736,-0.006379926203859965,-0.047092755884975634,0.13334551913492038,-0.006195754465823433,-0.047845073799627935,0.2609339902249684,0.06841538941247396,-0.5813681584208409,0.6058972066243653,-0.7423537538884647,0.003381849120594277,0.375,2024-12-27,0.1505782574333073,0.6988434851333855,0.1505782574333073,1,0.003574447644605756,0.375,0.37636716078293303
QQQ,0.009143946371583,-0.0058451350623385245,0.056525396639711234,0.18470736664502338,0.026007028551125577,-0.03164538138628707,0.5125386181253911,0.07291092530338684,-0.00754157583602872,0.6700473640210114,0.045875530215969684,0.2614697118746878,0.875,2024-12-27,0.1505782574333073,0.6988434851333855,0.1505782574333073,1,0.27636058334322994,0.875,0.37636716078293303
SPY,0.006529545888764865,-0.017764519004317636,0.027861062542692716,0.13847742155161344,0.008618296880204435,-0.12828458824023112,0.45788341494011514,-0.027285233810796297,-0.16628168532642565,0.2873598306909231,-0.3797494075181496,0.06963180116586867,0.5,2024-12-27,0.1505782574333073,0.6988434851333855,0.1505782574333073,1,0.07359737788161833,0.5,0.37636716078293303
